Code,OI/LO/KUSP
OI.2.GQ.2.LO.2.U.1.SP.3,Discuss how feedback and self-assessment can enhance the acquisition and refinement of specialized movement patterns and skills.
OI.2.GQ.2.LO.2.U.1.SP.4,Practise giving and receiving feedback in a variety of games and physical activities.
OI.2.GQ.2.LO.2.U.1.SP.5,Create a movement sequence to music or other stimuli as an individual or as part of a group.
OI.3,Movement Tactics and Strategies: Developing and applying creative-thinking and decision-making skills through movement is a feature of becoming a physically literate individual.
OI.3.GQ.3,How can tactics and strategies improve individual or group performance?
OI.3.GQ.3.LO.3,Students evaluate how tactics and strategies affect performance in games and physical activities.
OI.3.GQ.3.LO.3.U.1,Tactics and strategies can be continuously assessed and adjusted to support individual or group success in games and physical activities.
OI.3.GQ.3.LO.3.U.1.K.1,"Assessing strategies or tactics planned before, during, or after a game or physical activity can be informed by observations, conversations between peers and coaches, and collection of data through game-performance assessment tools."
OI.3.GQ.3.LO.3.U.1.K.2,"Game-performance assessment tools, such as the Game Performance Assessment Instrument, measure tactical awareness behaviours, including
- appropriate return of the participant to a base position
- appropriate decision making about what to do with an object or projectile during a game
- appropriate support for a teammate with an object or projectile by being in a position to receive a pass
- efficient execution of selected skills
- appropriate guarding/marking of an opponent who may or may not have an object or projectile
- appropriate defensive cover, help, or backup for a player making a challenge for the object or projectile
- movement of the player, either offensively or defensively, as necessitated by the state of the game"
OI.3.GQ.3.LO.3.U.1.K.3,"Offensive and defensive tactics can vary depending on the category of game or physical activity, for example,
- screens, blocks, and deception in territory and invasion games
- varying placement, timing, and force of return in net, wall, and racket games
- protecting the strike zone in fielding and striking games
- applying spin in target games"
OI.3.GQ.3.LO.3.U.1.SP.1,Modify tactics and strategies across games and physical activity categories.
OI.3.GQ.3.LO.3.U.1.SP.2,Assess tactical awareness behaviours in games and physical activities.
OI.3.GQ.3.LO.3.U.1.SP.3,Integrate offensive and defensive tactics in games and physical activities.
OI.4,Personal and Social Development: Developing personal and social skills through a variety of movement experiences contributes to meaningful participation in physical activity across a lifespan.
OI.4.GQ.4,How do individual and group actions affect physical activity experiences?
OI.4.GQ.4.LO.4,Students demonstrate individual actions that contribute to positive physical activity experiences.
OI.4.GQ.4.LO.4.U.1,Positive experiences with games and physical activities can be impacted by individual and group interactions.
OI.4.GQ.4.LO.4.U.1.K.1,"Individuals and groups can interact with one another during games and physical activities to gain knowledge, assess tactics and strategies, and improve interpersonal skills."
OI.4.GQ.4.LO.4.U.1.K.2,Peer involvement and positive role models can create positive experiences that influence an individual’s commitment to regular physical activity.
OI.4.GQ.4.LO.4.U.1.K.3,"Exclusion from games and physical activities can impact an individual’s
- sense of belonging
- feelings of personal safety and personal performance"
OI.4.GQ.4.LO.4.U.1.K.4,"Factors that influence commitment to regular physical activity include
- peer involvement
- positive adult role models
- family values and kinship
- cultural norms"
OI.4.GQ.4.LO.4.U.1.K.5,"Group members can affect physical activity experiences through acknowledging the efforts and contributions of others, including
- using positive reinforcement
- encouraging persistence through challenging situations
- considering the views and feelings of others through compromise and discussion"
OI.4.GQ.4.LO.4.U.1.K.6,"General and sport-specific warm-ups encourage collaboration and safety, which can positively impact the physical activity experiences for individuals and for a group."
OI.4.GQ.4.LO.4.U.1.K.7,Sport-specific warm-ups mimic specialized movement patterns and skills and involve sport-specific objects and equipment.
OI.4.GQ.4.LO.4.U.1.K.8,"General warm-ups prepare body systems for more intense activities by
- raising body temperature
- increasing range of motion
- preparing the cardiovascular system for exertion"
OI.4.GQ.4.LO.4.U.1.SP.1,Model interactions that contribute to positive experiences in games and physical activities.
OI.4.GQ.4.LO.4.U.1.SP.2,Design a general or sport-specific warm-up for a game or physical activity.
OI.4.GQ.4.LO.4.U.1.SP.3,Lead a general or sport-specific warm-up for a game or physical activity.
OI.4.GQ.4.LO.4.U.1.SP.4,Discuss factors that can influence commitment to physical activity.
OI.4.GQ.4.LO.4.U.1.SP.5,Explain how exclusion from games and physical activities can affect individuals.
OI.4.GQ.5,How can leaders support group success in games and physical activities?
OI.4.GQ.5.LO.5,Students investigate how leaders foster communication and cooperation within games and physical activities.
OI.4.GQ.5.LO.5.U.1,"Leadership roles require effective communication, cooperation, and conflict resolution."
OI.4.GQ.5.LO.5.U.1.K.1,Individuals can choose or be assigned to leadership roles based on their aptitude for communication and cooperation.
OI.4.GQ.5.LO.5.U.1.K.2,"Leaders can support the personal growth of others through communication, e.g., providing and accepting feedback, and cooperation, e.g., including participants in a planning process."
OI.4.GQ.5.LO.5.U.1.K.3,Individuals in various roles can draw upon experience to help resolve conflict.
OI.4.GQ.5.LO.5.U.1.K.4,"Leaders can influence and guide team or group members, through their own behaviour and decision making, to enhance the overall game or physical activity experience."
OI.4.GQ.5.LO.5.U.1.K.5,"Organized games and physical activities in school settings often have specific leadership roles, e.g., referee or captain, and followership roles, e.g., scorekeeper or equipment organizer, that require effective communication and the ability to cooperate with others."
OI.4.GQ.5.LO.5.U.1.K.6,"Role play or scenario-based activities can give participants an opportunity to practise communication, cooperation, and conflict resolution."
OI.4.GQ.5.LO.5.U.1.SP.1,Practise communication when leading or following in various games and physical activities.
OI.4.GQ.5.LO.5.U.1.SP.2,Reflect on personal strengths as they relate to leadership and followership.
OI.4.GQ.5.LO.5.U.1.SP.3,Reflect upon skills to resolve conflict in various physical activity contexts.
OI.4.GQ.5.LO.5.U.1.SP.4,Recognize ways to positively impact the physical activity experiences of others.
OI.5,Food Literacy: A lifetime of optimal well-being and physical wellness is supported by prioritizing nutrition and food literacy.
OI.5.GQ.6,How does the local food environment support health and well-being?
OI.5.GQ.6.LO.6,Students analyze local food environments.
OI.5.GQ.6.LO.6.U.1,Healthy local food environments can enhance health and well-being.
OI.5.GQ.6.LO.6.U.1.K.1,"The food environment is part of social and physical environments and includes food from
- the land
- gardens
- grocery stores
- farmers’ markets
- food banks"
OI.5.GQ.6.LO.6.U.1.K.2,"The local food environment is determined by the quality, accessibility, availability, affordability, and safety of food."
OI.5.GQ.6.LO.6.U.1.K.3,"Local food environments can be described as food deserts when access to affordable, nutrient-rich foods is limited."
OI.5.GQ.6.LO.6.U.1.K.4,Local food environments can be described as food swamps when highly processed foods are more readily available than fresh or minimally processed options.
OI.5.GQ.6.LO.6.U.1.K.5,"Market forces, geography, weather, and climate influence local food availability."
OI.5.GQ.6.LO.6.U.1.K.6,"Food choices within a local food environment can be impacted by affordability, which can be influenced by food availability and market demand."
OI.5.GQ.6.LO.6.U.1.K.7,"Food environments can be improved through food sustainability practices that include
- growing food
- buying locally grown produce
- freezing leftovers
- limiting food waste
- meal planning"
OI.5.GQ.6.LO.6.U.1.K.8,"The benefits of meal planning include
- saving time and money by reducing food waste and shopping trips
- enhancing nutrition by preparing healthier options
- controlling portion sizes
- ensuring a variety of foods are prepared
- eliminating impulsive food choices"
OI.5.GQ.6.LO.6.U.1.SP.1,Assess food sources within local food environments.
OI.5.GQ.6.LO.6.U.1.SP.2,Investigate ways to increase access to nutritious foods.
OI.5.GQ.6.LO.6.U.1.SP.3,Examine the impact of food swamps and food deserts on access to nutritious food.
OI.5.GQ.6.LO.6.U.1.SP.4,Examine the quality and affordability of foods purchased and grown in the local food environment.
OI.5.GQ.6.LO.6.U.1.SP.5,"Examine food sustainability practices at home, at school, and in the community."
OI.5.GQ.6.LO.6.U.1.SP.6,Prepare a meal plan.
OI.6,Safety: A lifetime of optimal well-being is supported by prioritizing health and safety.
OI.6.GQ.7,What role does an individual have in ensuring the health and safety of self and others?
OI.6.GQ.7.LO.7,Students evaluate the influence of personal and social factors on decision making related to health and safety.
OI.6.GQ.7.LO.7.U.1,"Personal and social factors can affect an individual’s decisions, actions, and behaviours regarding the health and safety of self and others."
OI.6.GQ.7.LO.7.U.1.K.1,"Personal factors that can influence decisions, actions, and behaviours include
- age and gender
- health status
- personality traits
- motivation
- perceptions and attitudes
- physical and mental ability
- life experiences"
OI.6.GQ.7.LO.7.U.1.K.2,"Social factors that can influence decisions, actions, and behaviours include
- family history and background
- religion and culture
- peer pressure
- work and home environments
- technology and social media"
OI.6.GQ.7.LO.7.U.1.K.3,"Positive peer pressure, including showing compassion, encouragement, and empathy, can support an individual’s mental health, self-confidence, social participation, and academic performance."
OI.6.GQ.7.LO.7.U.1.K.4,"Negative peer pressure, including bullying and harassment, can affect an individual's mental health, self-confidence, social participation, and academic performance."
OI.6.GQ.7.LO.7.U.1.K.5,"Strategies to mitigate negative peer pressure include
- developing refusal skills
- being assertive
- delaying response or action
- setting personal boundaries
- offering alternatives"
OI.6.GQ.7.LO.7.U.1.K.6,"Addiction involves compulsive or excessive behaviours, despite negative impacts, in various contexts, including
- substance use, e.g., alcohol, tobacco, vaping, prescription drugs
- social media
- gaming
- gambling
- pornography"
OI.6.GQ.7.LO.7.U.1.K.7,"Addictions can impair decision making related to mental, social, emotional, and physical well-being and compromise the health and safety of self and others."
OI.6.GQ.7.LO.7.U.1.K.8,"Personal factors that can influence addiction include
- family history
- trauma
- genetics
- stress
- work or school
- mental state
- access to substances"
OI.6.GQ.7.LO.7.U.1.K.9,"Social factors that can influence addiction include
- lifestyle appeal
- bullying
- bonding with others
- rebelliousness"
OI.6.GQ.7.LO.7.U.1.SP.1,"Examine personal and social factors that influence decisions, actions, and behaviours."
OI.6.GQ.7.LO.7.U.1.SP.2,Compare personal experiences of positive and negative peer pressure.
OI.6.GQ.7.LO.7.U.1.SP.3,Practise strategies to mitigate negative peer pressure.
OI.6.GQ.7.LO.7.U.1.SP.4,Assess personal and social factors that can influence addiction and their effects on the health and safety of self and others.
OI.7,"Growth and Development: Positive sexual health, developed and affirmed through informed decision making, supports well-being."
OI.7.GQ.8,How are personal decisions affected by knowledge of sexual health?
OI.7.GQ.8.LO.8,Students analyze the influence of factors and strategies that support sexual health.
OI.7.GQ.8.LO.8.U.1,Personal decisions related to sexual health are supported through implementing strategies and considering various factors.
OI.7.GQ.8.LO.8.U.1.K.1,"Factors that influence personal decisions related to sexual activity include
- knowledge and awareness of the components of sexual health
- access to sexual health resources
- sexual self-esteem
- personal experiences
- media influences
- cultural and religious values
- peer or social pressure"
OI.7.GQ.8.LO.8.U.1.K.2,"Strategies that support sexual health include
- adhering to personal boundaries and the boundaries of others
- accessing evidence-based information
- accessing school and community supports
- accessing regular health checks"
OI.7.GQ.8.LO.8.U.1.K.3,Sexual self-esteem refers to an individual’s level of comfort and feelings of self-acceptance and self-worth related to sexuality.
OI.7.GQ.8.LO.8.U.1.K.4,Peer or social pressure can influence an individual to engage in or refrain from specific prevention or promotion behaviours.
OI.7.GQ.8.LO.8.U.1.K.5,"Sexually explicit material can promote gender stereotypes and can affect an individual’s power, influence, and ability to consent to sexual activity."
OI.7.GQ.8.LO.8.U.1.K.6,"Community organizations offer information related to and support with
- medical checkups or examinations
- methods of contraception
- STBBI testing and treatment
- sexual and gender-based violence"
OI.7.GQ.8.LO.8.U.1.K.7,"Regular medical checkups or examinations can support sexual health by detecting issues early, preventing and treating infections, and providing guidance."
OI.7.GQ.8.LO.8.U.1.SP.1,Discuss factors that influence sexual decision making.
OI.7.GQ.8.LO.8.U.1.SP.2,Identify strategies that support sexual health.
OI.7.GQ.8.LO.8.U.1.SP.3,Evaluate credibility of sources of sexual health information.
OI.8,"Healthy Sexual Relationships: Personal well-being can be supported through healthy sexual relationships built on respect, communication, and trust."
OI.8.GQ.9,How can personal experiences shape sexual relationships?
OI.8.GQ.9.LO.9,Students examine how sexual relationships can change over time.
OI.8.GQ.9.LO.9.U.1,Sexual relationships can be shaped by personal changes and experiences over time.
OI.8.GQ.9.LO.9.U.1.K.1,"Sexual relationships can change over time because of personal changes, including
- feelings of emotional and physical safety
- connection and compatibility
- personal responsibilities, time, and priorities
- physical, cognitive, social, and emotional maturity
- medical conditions"
OI.8.GQ.9.LO.9.U.1.K.2,"Healthy emotional attachment can be influenced by life experiences and involves
- feeling connected
- being respected
- maintaining independence
- being vulnerable"
OI.8.GQ.9.LO.9.U.1.K.3,"Unhealthy emotional attachment involves jealousy, mistrust, insecurity, and dependency."
OI.8.GQ.9.LO.9.U.1.K.4,Supports for individuals experiencing unhealthy emotional attachment include school counsellors and health professionals.
OI.8.GQ.9.LO.9.U.1.K.5,"Healthy sexual relationships can be supported when communication involves discussions or decisions about
- values and beliefs
- personal boundaries
- sexual consent
- commitment"
OI.8.GQ.9.LO.9.U.1.K.6,"Assertive communication strategies include
- clear and level tone of voice
- eye contact
- body posture
- use of specific language"
OI.8.GQ.9.LO.9.U.1.K.7,The person initiating a sexual activity is accountable for obtaining consent for subsequent sexual activities.
OI.8.GQ.9.LO.9.U.1.K.8,"Sexual consent is not obtained if individuals are
- pressured or coerced
- confused
- scared
- under the influence of drugs or alcohol"
OI.8.GQ.9.LO.9.U.1.SP.1,Discuss the impact of personal changes on sexual relationships.
OI.8.GQ.9.LO.9.U.1.SP.2,Differentiate between healthy and unhealthy emotional attachment.
OI.8.GQ.9.LO.9.U.1.SP.3,Practise assertive communication strategies in a variety of situations.
OI.8.GQ.9.LO.9.U.1.SP.4,Reflect on personal experiences in relationships related to emotional attachment.
OI.8.GQ.9.LO.9.U.1.SP.5,Identify supports for developing and maintaining healthy sexual relationships.
OI.9,"Healthy Social Relationships: Personal well-being is supported through healthy relationships built on respect, communication, and trust."
OI.9.GQ.10,How does change impact relationships?
OI.9.GQ.10.LO.10,Students analyze the influence of life transitions during adolescence on relationships.
OI.9.GQ.10.LO.10.U.1,Managing transitions during adolescence contributes to healthy relationships.
OI.9.GQ.10.LO.10.U.1.K.1,"Life transitions can present relationship challenges, strengthen existing relationships, or provide opportunities for new relationships."
OI.9.GQ.10.LO.10.U.1.K.2,"Adolescents experience significant life transitions that require adaptation or adjustment, including
- physical change
- intellectual development
- increased independence
- social and emotional maturity
- personal and social identity development"
OI.9.GQ.10.LO.10.U.1.K.3,Increased independence during adolescence provides an opportunity to explore personal and social identities.
OI.9.GQ.10.LO.10.U.1.K.4,"Personal identity focuses on a set of goals, values, and beliefs that an individual has developed and reflected upon."
OI.9.GQ.10.LO.10.U.1.K.5,Social identity is the aspect of self-concept shaped by an individual’s connection and belonging to groups.
OI.9.GQ.10.LO.10.U.1.K.6,"Self-advocacy in relationships promotes authenticity and individuality and requires
- accountability
- knowing strengths and needs
- establishing and communicating personal boundaries
- confidence
- positive self-esteem"
OI.9.GQ.10.LO.10.U.1.K.7,An imbalance of power between individuals in a relationship can often lead to abuse.
OI.9.GQ.10.LO.10.U.1.K.8,Responses to abuse in relationships include leaving the situation and reporting the abuse to a trusted adult.
OI.9.GQ.10.LO.10.U.1.K.9,Abuse in relationships is unhealthy and can be the root cause of mental health challenges and illnesses.
OI.9.GQ.10.LO.10.U.1.SP.1,Discuss life transitions during adolescence.
OI.9.GQ.10.LO.10.U.1.SP.2,Relate increased independence to changes in relationships.
OI.9.GQ.10.LO.10.U.1.SP.3,Examine personal and social identity.
OI.9.GQ.10.LO.10.U.1.SP.4,Explore self-advocacy in a variety of contexts.
OI.9.GQ.10.LO.10.U.1.SP.5,Discuss how social and emotional maturity during adolescence influences behaviour in relationships.
OI.9.GQ.10.LO.10.U.1.SP.6,Describe responses to abuse in relationships.
OI.10,Mental Well-Being: Developing and affirming skills that support mental health contribute to well-being.
OI.10.GQ.11,How can mental health literacy be developed?
OI.10.GQ.11.LO.11,Students examine how mental health literacy supports well-being.
OI.10.GQ.11.LO.11.U.1,Mental health literacy is critical to supporting and promoting the mental well-being of self and others across a lifespan.
OI.10.GQ.11.LO.11.U.1.K.1,Mental health literacy can support an individual’s self-concept over time.
OI.10.GQ.11.LO.11.U.1.K.2,"Self-concept can influence thoughts, feelings, and behaviours."
OI.10.GQ.11.LO.11.U.1.K.3,"Mental health literacy includes establishing protective factors and reducing risk factors by
- developing accurate language related to mental health, mental illness, and various treatments
- decreasing stigma
- enhancing help-seeking efficacy"
OI.10.GQ.11.LO.11.U.1.K.4,"Mental well-being can be supported and promoted, regardless of an individual’s current mental health status."
OI.10.GQ.11.LO.11.U.1.K.5,"Mental illness refers to health conditions that affect mood, thinking, and behaviour and have diagnosed signs and symptoms."
OI.10.GQ.11.LO.11.U.1.K.6,Individuals experiencing signs and symptoms of mental illness require intervention and care by health professionals.
OI.10.GQ.11.LO.11.U.1.K.7,"The development of mental illness can be influenced by any combination of genetics, environment, and neurodevelopment."
OI.10.GQ.11.LO.11.U.1.K.8,"Mental health literacy provides accurate information that helps dispel myths, stereotypes, and stigma about mental illnesses."
OI.10.GQ.11.LO.11.U.1.K.9,Stigma refers to negative beliefs related to mental illness and can act as a barrier to seeking help.
OI.10.GQ.11.LO.11.U.1.K.10,Mental illnesses are diagnosed by trained professionals whose diagnoses are based on specific criteria.
OI.10.GQ.11.LO.11.U.1.K.11,Early diagnosis of signs and symptoms can support individuals in managing mental illness.
OI.10.GQ.11.LO.11.U.1.K.12,Individuals can experience a variety of mental health states within shorter or longer periods of time and may be in multiple mental health states at the same time.
OI.10.GQ.11.LO.11.U.1.K.13,"Positive role models who form inclusive, caring, and respectful relationships can have a positive effect on the mental well-being of others."
OI.10.GQ.11.LO.11.U.1.K.14,"An individualized plan for mental well-being supports the integration of wellness into everyday life and can outline areas of focus that support achievement of the plan’s goals, such as scheduling time for homework or incorporating daily physical activity."
OI.10.GQ.11.LO.11.U.1.SP.1,"Brainstorm how self-concept can influence thoughts, feelings, and behaviours."
OI.10.GQ.11.LO.11.U.1.SP.2,Explore mental health literacy.
OI.10.GQ.11.LO.11.U.1.SP.3,Reflect on the impact that role models can have on the mental well-being of others.
OI.10.GQ.11.LO.11.U.1.SP.4,Describe possible effects of stigma on mental illness.
OI.10.GQ.11.LO.11.U.1.SP.5,Differentiate between mental health and mental illness.
OI.10.GQ.11.LO.11.U.1.SP.6,Build an individualized plan for well-being.
